pmid,qid,question,chunk_ids,sections,scores,embedding_model
40431710,15,Which drug classes were received by individuals in the study before sample sequencing?,9|8|10|17|20,Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 2. Discussion|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 2. Discussion,0.4712|0.4280|0.4214|0.4096|0.3950,text-embedding-3-small
40431710,16,Which drugs were received by individuals in the study before sample sequencing?,9|10|8|5|20,Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 2. Discussion,0.4447|0.4368|0.4223|0.4169|0.4042,text-embedding-3-small
40431710,2,Does the paper report in vitro drug susceptibility data?,20|8|9|19|17,Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 2. Discussion|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 2. Discussion|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 2. Discussion,0.4961|0.4654|0.4614|0.4608|0.4470,text-embedding-3-small
40431710,3,What were the GenBank accession numbers for sequenced HIV isolates?,12|11|2|10|3,Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report,0.5390|0.5263|0.5213|0.4872|0.4842,text-embedding-3-small
40431710,4,What were the GenBank accession numbers for sequenced HIV isolates?,12|11|2|10|3,Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report,0.5390|0.5263|0.5213|0.4872|0.4842,text-embedding-3-small
40431710,5,From which countries were the sequenced samples obtained?,12|8|9|10|11,Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report,0.4032|0.3678|0.3482|0.3353|0.3284,text-embedding-3-small
40431710,6,From which countries were the sequenced samples obtained?,12|8|9|10|11,Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report,0.4032|0.3678|0.3482|0.3353|0.3284,text-embedding-3-small
40431710,7,From what years were the sequenced samples obtained?,12|9|11|10|8,Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report,0.4315|0.3680|0.3630|0.3518|0.3354,text-embedding-3-small
40431710,8,Were samples cloned prior to sequencing?,12|11|9|8|10,Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report,0.3410|0.3312|0.3246|0.3220|0.3086,text-embedding-3-small
40431710,9,Which HIV genes were reported to have been sequenced?,11|12|2|8|3,Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report,0.5383|0.5362|0.5222|0.5012|0.4899,text-embedding-3-small
40431742,1,Does the paper report HIV sequences from patient samples?,7|5|6|27|9,"Prevalence of Doravirine Resistance Mutations in a Large-Scale HIV-1 Transmitted Drug Resistance Survey in Buenos Aires, Argentina > 2. Materials and Methods > 2.2. Study Population and Proceedings > 2.4. Exclusion Criteria|Prevalence of Doravirine Resistance Mutations in a Large-Scale HIV-1 Transmitted Drug Resistance Survey in Buenos Aires, Argentina > 2. Materials and Methods > 2.2. Study Population and Proceedings > 2.4. Exclusion Criteria|Prevalence of Doravirine Resistance Mutations in a Large-Scale HIV-1 Transmitted Drug Resistance Survey in Buenos Aires, Argentina > 2. Materials and Methods > 2.2. Study Population and Proceedings > 2.4. Exclusion Criteria|Prevalence of Doravirine Resistance Mutations in a Large-Scale HIV-1 Transmitted Drug Resistance Survey in Buenos Aires, Argentina > 4. Discussion|Prevalence of Doravirine Resistance Mutations in a Large-Scale HIV-1 Transmitted Drug Resistance Survey in Buenos Aires, Argentina > 2. Materials and Methods > 2.2. Study Population and Proceedings > 2.4. Exclusion Criteria",0.5918|0.5533|0.5253|0.5107|0.5007,text-embedding-3-small
40431742,10,What method was used for sequencing?,7|6|5|9|18,"Prevalence of Doravirine Resistance Mutations in a Large-Scale HIV-1 Transmitted Drug Resistance Survey in Buenos Aires, Argentina > 2. Materials and Methods > 2.2. Study Population and Proceedings > 2.4. Exclusion Criteria|Prevalence of Doravirine Resistance Mutations in a Large-Scale HIV-1 Transmitted Drug Resistance Survey in Buenos Aires, Argentina > 2. Materials and Methods > 2.2. Study Population and Proceedings > 2.4. Exclusion Criteria|Prevalence of Doravirine Resistance Mutations in a Large-Scale HIV-1 Transmitted Drug Resistance Survey in Buenos Aires, Argentina > 2. Materials and Methods > 2.2. Study Population and Proceedings > 2.4. Exclusion Criteria|Prevalence of Doravirine Resistance Mutations in a Large-Scale HIV-1 Transmitted Drug Resistance Survey in Buenos Aires, Argentina > 2. Materials and Methods > 2.2. Study Population and Proceedings > 2.4. Exclusion Criteria|Prevalence of Doravirine Resistance Mutations in a Large-Scale HIV-1 Transmitted Drug Resistance Survey in Buenos Aires, Argentina > 3. Results > 3.5. Predicted Efficacy of NNRTI Drugs",0.4519|0.4020|0.3498|0.3392|0.2873,text-embedding-3-small
40431742,11,What type of samples were sequenced?,7|6|5|9|27,"Prevalence of Doravirine Resistance Mutations in a Large-Scale HIV-1 Transmitted Drug Resistance Survey in Buenos Aires, Argentina > 2. Materials and Methods > 2.2. Study Population and Proceedings > 2.4. Exclusion Criteria|Prevalence of Doravirine Resistance Mutations in a Large-Scale HIV-1 Transmitted Drug Resistance Survey in Buenos Aires, Argentina > 2. Materials and Methods > 2.2. Study Population and Proceedings > 2.4. Exclusion Criteria|Prevalence of Doravirine Resistance Mutations in a Large-Scale HIV-1 Transmitted Drug Resistance Survey in Buenos Aires, Argentina > 2. Materials and Methods > 2.2. Study Population and Proceedings > 2.4. Exclusion Criteria|Prevalence of Doravirine Resistance Mutations in a Large-Scale HIV-1 Transmitted Drug Resistance Survey in Buenos Aires, Argentina > 2. Materials and Methods > 2.2. Study Population and Proceedings > 2.4. Exclusion Criteria|Prevalence of Doravirine Resistance Mutations in a Large-Scale HIV-1 Transmitted Drug Resistance Survey in Buenos Aires, Argentina > 4. Discussion",0.4547|0.4058|0.3825|0.3365|0.3191,text-embedding-3-small
