pmid,qid,question,chunk_ids,sections,scores
19104010,4,What were the GenBank accession numbers for sequenced HIV isolates?,16|27|14|9|13,"Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Clonal sequencing of viral DNA.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > RESULTS > GS-9160 selected a novel pattern of IN inhibitor resistance mutations.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Alu-PCR assays.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Antiviral and cytotoxicity assays.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > 2-LTR circle accumulation assay.",4.4396|2.3052|1.9008|1.8832|1.8656
19104010,5,From which countries were the sequenced samples obtained?,5|16|3|2|4,"Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Viruses.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Clonal sequencing of viral DNA.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Cells.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Compounds.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Cells.",6.6778|4.9140|4.8964|3.7889|3.6357
19104010,6,From which countries were the sequenced samples obtained?,5|16|3|2|4,"Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Viruses.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Clonal sequencing of viral DNA.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Cells.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Compounds.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Cells.",6.6778|4.9140|4.8964|3.7889|3.6357
19104010,7,From what years were the sequenced samples obtained?,16|3|5|2|4,"Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Clonal sequencing of viral DNA.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Cells.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Viruses.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Compounds.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Cells.",4.9140|4.8964|4.3940|3.7889|3.6357
19104010,8,Were samples cloned prior to sequencing?,16|6|27|15|8,"Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Clonal sequencing of viral DNA.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Construction of infectious HIV-1 DNA clones with IN mutations.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > RESULTS > GS-9160 selected a novel pattern of IN inhibitor resistance mutations.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Viral resistance selections.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > IN strand transfer assay.",8.5168|4.2204|2.2327|0.6130|0.5605
19104010,9,Which HIV genes were reported to have been sequenced?,27|31|30|16|28,"Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > RESULTS > GS-9160 selected a novel pattern of IN inhibitor resistance mutations.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > DISCUSSION|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > DISCUSSION|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Clonal sequencing of viral DNA.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > RESULTS > Activity of GS-9160 against mutations conferring resistance to other IN inhibitors.",7.3166|5.9886|5.9080|3.6157|3.5542
21115794,1,Does the paper report HIV sequences from patient samples?,10|3|30|1|11,"*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Mechanistic cellular studies.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Cells and viruses.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > DISCUSSION|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > Abstract|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Isolation of drug-resistant viruses.",5.2354|4.1529|2.2774|2.0935|1.8757
21115794,10,What method was used for sequencing?,11|13|30|21|25,"*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Isolation of drug-resistant viruses.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Cross-resistance profiling of S/GSK1349572.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > DISCUSSION|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > RESULTS > Sensitivities of drug-resistant molecular clones to INIs.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > DISCUSSION",5.1658|2.9888|2.5358|2.4815|2.4375
21115794,11,What type of samples were sequenced?,3|10|11|29|21,"*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Cells and viruses.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Mechanistic cellular studies.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Isolation of drug-resistant viruses.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > DISCUSSION|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > RESULTS > Sensitivities of drug-resistant molecular clones to INIs.",3.8950|3.8666|3.1509|3.0617|2.8875
21115794,12,How many individuals had samples obtained for HIV sequencing?,25|3|10|24|11,"*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > DISCUSSION|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Cells and viruses.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Mechanistic cellular studies.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > DISCUSSION|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Isolation of drug-resistant viruses.",8.5000|6.3201|5.6417|4.4069|3.6179
21115794,13,Were the patients in the study in a clinical trial?,30|22|21|29|28,"*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > DISCUSSION|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > RESULTS > Sensitivities of drug-resistant molecular clones to INIs.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > RESULTS > Sensitivities of drug-resistant molecular clones to INIs.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > DISCUSSION|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > DISCUSSION",5.6771|4.9887|4.8554|3.7300|3.3622
21115794,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,14|30|24|25|3,"*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Combination antiviral activity assay in MT-4 cells.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > DISCUSSION|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > DISCUSSION|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > DISCUSSION|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Cells and viruses.",5.1334|4.2321|4.0240|4.0123|3.9014
21115794,15,Which drug classes were received by individuals in the study before sample sequencing?,30|23|27|1|21,"*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > DISCUSSION|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > RESULTS > Cellular combination studies.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > DISCUSSION|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > Abstract|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > RESULTS > Sensitivities of drug-resistant molecular clones to INIs.",5.4107|5.2996|4.3316|4.1249|4.0436
21115794,16,Which drugs were received by individuals in the study before sample sequencing?,14|27|21|11|30,"*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Combination antiviral activity assay in MT-4 cells.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > DISCUSSION|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > RESULTS > Sensitivities of drug-resistant molecular clones to INIs.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Isolation of drug-resistant viruses.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > DISCUSSION",4.6038|4.3316|4.0436|4.0061|3.3796
21115794,2,Does the paper report in vitro drug susceptibility data?,23|24|21|30|28,"*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > RESULTS > Cellular combination studies.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > DISCUSSION|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > RESULTS > Sensitivities of drug-resistant molecular clones to INIs.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > DISCUSSION|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > DISCUSSION",5.1274|4.5603|3.6862|3.2666|2.9523
21115794,3,What were the GenBank accession numbers for sequenced HIV isolates?,11|24|29|10|22,"*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Isolation of drug-resistant viruses.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > DISCUSSION|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > DISCUSSION|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Mechanistic cellular studies.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > RESULTS > Sensitivities of drug-resistant molecular clones to INIs.",4.5707|4.5139|2.9166|2.7317|2.6809
21115794,4,What were the GenBank accession numbers for sequenced HIV isolates?,11|24|29|10|22,"*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Isolation of drug-resistant viruses.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > DISCUSSION|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > DISCUSSION|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Mechanistic cellular studies.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > RESULTS > Sensitivities of drug-resistant molecular clones to INIs.",4.5707|4.5139|2.9166|2.7317|2.6809
21115794,5,From which countries were the sequenced samples obtained?,3|11|10|21|27,"*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Cells and viruses.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Isolation of drug-resistant viruses.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Mechanistic cellular studies.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > RESULTS > Sensitivities of drug-resistant molecular clones to INIs.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > DISCUSSION",7.3497|4.0544|3.8784|3.1300|2.6719
21115794,6,From which countries were the sequenced samples obtained?,3|11|10|21|27,"*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Cells and viruses.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Isolation of drug-resistant viruses.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Mechanistic cellular studies.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > RESULTS > Sensitivities of drug-resistant molecular clones to INIs.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > DISCUSSION",7.3497|4.0544|3.8784|3.1300|2.6719
