pmid,qid,question,chunk_ids,sections,scores,embedding_model
19104010,2,Does the paper report in vitro drug susceptibility data?,31|24|30|26|29,"Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > DISCUSSION|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > RESULTS > GS-9160 is synergistic in combination with approved HIV-1 antiviral drugs.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > DISCUSSION|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > RESULTS > Phenotypic resistance to GS-9160.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > RESULTS > Activity of GS-9160 against mutations conferring resistance to other IN inhibitors.",0.4923|0.4644|0.4629|0.4598|0.4545,text-embedding-3-small
19104010,3,What were the GenBank accession numbers for sequenced HIV isolates?,5|27|6|28|16,"Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Viruses.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > RESULTS > GS-9160 selected a novel pattern of IN inhibitor resistance mutations.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Construction of infectious HIV-1 DNA clones with IN mutations.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > RESULTS > Activity of GS-9160 against mutations conferring resistance to other IN inhibitors.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Clonal sequencing of viral DNA.",0.5389|0.5325|0.5285|0.5277|0.5245,text-embedding-3-small
19104010,4,What were the GenBank accession numbers for sequenced HIV isolates?,5|27|6|28|16,"Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Viruses.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > RESULTS > GS-9160 selected a novel pattern of IN inhibitor resistance mutations.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Construction of infectious HIV-1 DNA clones with IN mutations.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > RESULTS > Activity of GS-9160 against mutations conferring resistance to other IN inhibitors.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Clonal sequencing of viral DNA.",0.5389|0.5325|0.5285|0.5277|0.5245,text-embedding-3-small
19104010,5,From which countries were the sequenced samples obtained?,16|5|2|6|14,"Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Clonal sequencing of viral DNA.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Viruses.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Compounds.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Construction of infectious HIV-1 DNA clones with IN mutations.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Alu-PCR assays.",0.5188|0.4382|0.3934|0.3764|0.3694,text-embedding-3-small
19104010,6,From which countries were the sequenced samples obtained?,16|5|2|6|14,"Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Clonal sequencing of viral DNA.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Viruses.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Compounds.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Construction of infectious HIV-1 DNA clones with IN mutations.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Alu-PCR assays.",0.5188|0.4382|0.3934|0.3764|0.3694,text-embedding-3-small
19104010,7,From what years were the sequenced samples obtained?,16|5|14|2|6,"Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Clonal sequencing of viral DNA.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Viruses.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Alu-PCR assays.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Compounds.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Construction of infectious HIV-1 DNA clones with IN mutations.",0.4939|0.4000|0.3660|0.3608|0.3458,text-embedding-3-small
19104010,8,Were samples cloned prior to sequencing?,16|8|6|14|7,"Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Clonal sequencing of viral DNA.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > IN strand transfer assay.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Construction of infectious HIV-1 DNA clones with IN mutations.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Alu-PCR assays.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Expression and purification of HIV-1 IN.",0.5216|0.3883|0.3861|0.3757|0.3378,text-embedding-3-small
19104010,9,Which HIV genes were reported to have been sequenced?,6|16|5|28|30,"Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Construction of infectious HIV-1 DNA clones with IN mutations.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Clonal sequencing of viral DNA.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > MATERIALS AND METHODS > Viruses.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > RESULTS > Activity of GS-9160 against mutations conferring resistance to other IN inhibitors.|Preclinical Evaluation of GS-9160, a Novel Inhibitor of Human Immunodeficiency Virus Type 1 Integrase ^▿^ ^†^ > DISCUSSION",0.5527|0.5487|0.5430|0.5418|0.5317,text-embedding-3-small
21115794,1,Does the paper report HIV sequences from patient samples?,11|10|13|18|3,"*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Isolation of drug-resistant viruses.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Mechanistic cellular studies.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Cross-resistance profiling of S/GSK1349572.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > RESULTS > Isolation of viruses resistant to S/GSK1349572 and other INIs.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Cells and viruses.",0.5382|0.4533|0.4523|0.4373|0.4368,text-embedding-3-small
21115794,10,What method was used for sequencing?,11|4|10|13|12,"*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Isolation of drug-resistant viruses.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > *In vitro* strand transfer assay.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Mechanistic cellular studies.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Cross-resistance profiling of S/GSK1349572.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Construction of integrase region-recombinant HIV-1 molecular clones.",0.3968|0.3658|0.3609|0.3244|0.3210,text-embedding-3-small
21115794,11,What type of samples were sequenced?,11|13|10|29|4,"*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Isolation of drug-resistant viruses.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Cross-resistance profiling of S/GSK1349572.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Mechanistic cellular studies.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > DISCUSSION|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > *In vitro* strand transfer assay.",0.3693|0.3307|0.3282|0.3147|0.3067,text-embedding-3-small
21115794,12,How many individuals had samples obtained for HIV sequencing?,11|13|10|18|4,"*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Isolation of drug-resistant viruses.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Cross-resistance profiling of S/GSK1349572.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Mechanistic cellular studies.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > RESULTS > Isolation of viruses resistant to S/GSK1349572 and other INIs.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > *In vitro* strand transfer assay.",0.5591|0.5107|0.5080|0.4606|0.4462,text-embedding-3-small
21115794,13,Were the patients in the study in a clinical trial?,30|9|21|28|22,"*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > DISCUSSION|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Cytotoxicity assays.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > RESULTS > Sensitivities of drug-resistant molecular clones to INIs.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > DISCUSSION|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > RESULTS > Sensitivities of drug-resistant molecular clones to INIs.",0.3631|0.3562|0.3562|0.3525|0.3490,text-embedding-3-small
21115794,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,11|18|10|26|30,"*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Isolation of drug-resistant viruses.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > RESULTS > Isolation of viruses resistant to S/GSK1349572 and other INIs.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Mechanistic cellular studies.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > DISCUSSION|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > DISCUSSION",0.5348|0.5042|0.4690|0.4580|0.4474,text-embedding-3-small
21115794,15,Which drug classes were received by individuals in the study before sample sequencing?,29|30|2|11|22,"*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > DISCUSSION|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > DISCUSSION|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Compounds.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Isolation of drug-resistant viruses.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > RESULTS > Sensitivities of drug-resistant molecular clones to INIs.",0.4147|0.4072|0.4057|0.3919|0.3831,text-embedding-3-small
21115794,16,Which drugs were received by individuals in the study before sample sequencing?,2|11|29|27|18,"*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Compounds.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Isolation of drug-resistant viruses.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > DISCUSSION|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > DISCUSSION|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > RESULTS > Isolation of viruses resistant to S/GSK1349572 and other INIs.",0.4280|0.4233|0.3887|0.3862|0.3815,text-embedding-3-small
21115794,2,Does the paper report in vitro drug susceptibility data?,21|11|28|18|29,"*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > RESULTS > Sensitivities of drug-resistant molecular clones to INIs.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > MATERIALS AND METHODS > Isolation of drug-resistant viruses.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > DISCUSSION|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > RESULTS > Isolation of viruses resistant to S/GSK1349572 and other INIs.|*In Vitro* Antiretroviral Properties of S/GSK1349572, a Next-Generation HIV Integrase Inhibitor ^▿^ > DISCUSSION",0.5013|0.4842|0.4834|0.4763|0.4722,text-embedding-3-small
