PMID,QID,Type,Question,Human Answer,Model Answer,Outcome,GPT-4o FT Answer,GPT-4o FT Correct,Evidence,EvidenceLocation,Rationale,Model,failure_mode,annotation_error,notes
36851704,12,Boolean,Were any sequences obtained from individuals with virological failure on a treatment regimen?,No,Yes,FP,Yes,0,"“All individuals enrolled in the study had an HIV viral load >1000 copies/mL.” “Prior ART for the treatment of HIV infection followed by treatment interruption of >3 months was the most commonly reported type of previous ARV drug exposure (79.8%, 95% CI: 69.8–87.0%%, n/N: 58/73), followed by post-exposure prophylaxis (1.3%, 95% CI: 0.2–10.7%, n/N: 1/73), and prevention of mother-to-child transmission of HIV (1.3%, 95% CI: 0.2–10.6%%, n/N: 1/73).”",main_text,"Plasma sequencing included ART-experienced individuals with detectable viraemia, satisfying the supplied rule for a Yes answer. Section 3.1, page 3, describes treatment interruption and reinitiation rather than explicitly documenting failure while taking a regimen.",GPT-6 Astra QSP,,,
36851704,15,List,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI, INSTI",Not reported,FN_missed,"NRTI, NNRTI, PI, INSTI",1,"“Whole blood specimens were collected by venipuncture in EDTA-containing tubes from participants before initiating or reinitiating ART.” “Previous ARV drug exposure was classified as pre-exposure prophylaxis, post-exposure prophylaxis, prevention of mother-to-child transmission, discontinuation of prior ART, or a combination of these exposures.”",main_text,"Prior ARV exposure is documented, but the drug classes used before collection of the sequenced specimens are not specified. Table 1 lists regimens initiated or reinitiated after specimen collection, and the resistance tables list drugs evaluated rather than historical exposure; neither establishes prior class use.",GPT-6 Astra QSP,,,
36851760,16,List,Which drugs were received by individuals in the study before sample sequencing?,Not reported,Lamivudine (3TC); zidovudine (ZDV); abacavir (ABC); nevirapine (NVP); efavirenz (EFV); tenofovir disoproxil fumarate (TDF); emtricitabine (FTC); lopinavir; ritonavir,FP,No,1,"“3TC + (ZDV or ABC) + NVP or EFV” “TDF + (3TC or FTC or ABC) + LPV/r” “Abbreviations: 3TC: Lamivudine, ZDV: Zidovidune, ABC: Abacavir, NVP: Nevirapine, EFV: Efavirenz, FTC: Emtricitabine, TDF: Tenofovir, LPV/r: Lopinavir/ritonavir, ND: No data available, NA: Not applicable.”",table,"Table 1, page 4, lists these treatment regimens at enrollment for the 31 ART-treated children with successful sequences. The answer expands all named regimen drugs, including ritonavir used with lopinavir.",GPT-6 Astra QSP,,,
36920025,10,List,What method was used for sequencing?,Illumina sequencing,,FN_missed,NGS,1,,,,GPT-6 Astra QSP,,,
36920025,2,Boolean,Does the paper report in vitro drug susceptibility data?,Yes,,FN_missed,Yes,1,,,,GPT-6 Astra QSP,,,
36920025,3,Boolean,Were sequences from the paper made publicly available?,Yes,,FN_missed,Yes,1,,,,GPT-6 Astra QSP,,,
36920025,9,List,Which HIV genes were reported to have been sequenced?,PR,,FN_missed,PR,1,,,,GPT-6 Astra QSP,,,
36931676,1,Boolean,Does the paper report HIV sequences from patient samples?,Yes,No,FN_missed,Yes,1,"“This article describes the prospective Swedish HIV cohort, InfCareHIV, including all diagnosed PLHIV in Sweden, with data dating back to the earliest cases in the 1980s.” “Also, since all viral (pol) sequences are stored in the database, reanalysis can easily be performed when new drugs or new information about resistance appear.”",main_text,"This is a cohort profile describing existing clinical sequence records and summarizing previously published research, rather than reporting newly generated patient sequences or mutation lists. The quoted descriptions appear on pages 2 and 4.",GPT-6 Astra QSP,,,
36931676,11,List,What type of samples were sequenced?,"Plasma, CSF, PBMC",Not applicable,FN_missed,"Plasma, CSF",1,"“In the major clinical centres blood plasma/serum/liquor samples are collected, and in selected cases also peripheral blood mononuclear cells, HIV isolates, CSF and CSF cells in biobanks.” “These biobanks are separate from the cohort but linking between the cohort data and the biobanks can be performed (after ethical permission) for translational studies.”",main_text,"The biobank description on pages 5–6 lists available specimen types, but does not identify specimens newly sequenced for this article. Because no new patient sequence dataset is reported, the question is not applicable.",GPT-6 Astra QSP,,,
36931676,12,Boolean,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Yes,Not applicable,FN_missed,Yes,1,"“Sönnerborg et al have also studied HIV drug resistance, both transmitted and acquired, and the molecular HIV epidemiology.” “Among several key findings, an increase of transmitted drug resistance in the InfCareHIV cohort was reported.”",main_text,"Page 6 summarizes earlier resistance studies rather than presenting new sequences from individuals with treatment failure. Under the no-sequence rule, this question is not applicable.",GPT-6 Astra QSP,,,
36931676,14,Boolean,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Yes,No,FN_missed,Yes,1,"“Data on HIV-RNA levels (plasma and CSF), CD4 cell counts (absolute and percentage), drug resistance and previous and current ART are presented through a graphical system.” “Thus, data generated in clinical care are automatically ‘reused’ for research and development.”",main_text,"Page 4 describes existing treatment and resistance records. Although the cohort includes ART-experienced individuals, the paper does not report newly generated sequences from them; the specified no-sequence answer is No.",GPT-6 Astra QSP,,,
36931676,15,List,Which drug classes were received by individuals in the study before sample sequencing?,"NRTI, NNRTI, PI, INSTI",None,FN_missed,"NRTI, INSTI, PI",1,"“Data include ART start and stop dates, ART regimen (including doses and mode of administration) and the reason for any change of drug regimens, prophylaxis of opportunistic infections and selected co-medications.” “Thus, data generated in clinical care are automatically ‘reused’ for research and development.”",main_text,"Pages 2 and 4 describe treatment information in the registry, but no newly sequenced patient group is reported. The prescribed answer is None when the paper does not report new patient sequences; this does not imply that cohort members were untreated.",GPT-6 Astra QSP,,,
36931676,16,List,Which drugs were received by individuals in the study before sample sequencing?,DTG,None,FN_missed,Dolutegravir,1,“Laboratory data (CD4 cell count and HIV-RNA viral loads) and data regarding antiretroviral therapy refer to latest available data unless otherwise stated.” “Individual data is generally updated at least every 6 months.”,table,"Table 1 on pages 3–4 lists current or latest regimens, and Figure 2 on page 5 illustrates treatment histories, but neither establishes drug exposure before a new sequencing dataset reported in this paper. The no-patient-sequence rule requires None.",GPT-6 Astra QSP,,,
36931676,6,List,From which countries were the sequenced samples obtained?,Sweden,Not applicable,FN_missed,Sweden,1,"“The InfCareHIV cohort was established in 2003 in the two largest cities in Sweden, Stockholm and Gothenburg.” “The other Swedish clinics joined thereafter and since 2008 the cohort has had complete national coverage, including all 29 clinical HIV centres in Sweden.”",main_text,"Page 2 establishes Sweden as the cohort location, but this paper does not report a newly sequenced patient sample set. The no-sequence applicability rule therefore applies.",GPT-6 Astra QSP,,,
36961945,6,List,From which countries were the sequenced samples obtained?,Not reported,United States,FP,No,1,"“This study included adults, age ≥18 years, with acute/early HIV infection enrolled in the San Diego PIRC.” “As part of this study, we performed deep sequencing of HIV DNA from peripheral blood before initiation of ART from 190 adults enrolled in the San Diego Primary Infection Resource Consortium (PIRC).”",main_text,"The study population was recruited through the San Diego cohort in California, United States (pages 1–2).",GPT-6 Astra QSP,,,
36967989,2,Boolean,Does the paper report in vitro drug susceptibility data?,No,Yes,FP,No,1,"""The filtered PhenoSense assay results made accessible in the Stanford HIV drug resistance database have been used training and testing machine learning models."" ""In the presence of eight distinct strains, there is a fold change difference in IC50 values for these molecules.""",main_text,"The paper reports and analyzes existing PhenoSense susceptibility results and IC50 fold-change data (pages 9 and 15). Figure 5, page 12, also displays experimental fold-change values alongside predictions. These are reused in vitro data; no new susceptibility experiments are reported.",GPT-6 Astra QSP,,,
