PMID,QID,question,evidence,rationale,answer
26311878,1,Does the paper report HIV sequences from patient samples?,"The paper states that ""pNL4-3 ~IN(T66I)~, pNL4-3 ~IN(R263K)~, and pNL4-3 ~IN(E138K/R263K)~ were produced by using site-directed mutagenesis."" Additionally, the paper mentions that ""CBMCs were infected with NL4.3 virus with wild-type integrase \[NL4.3 ~IN(WT)~ \], NL4.3 virus with the T66I substitution in integrase \[NL4.3 ~IN(T66I)~ \], or NL4.3 ~IN(E138K/R263K)~ virus.""","The paper describes the generation of replication-competent genetically homogenous viruses by infecting CBMCs with NL4.3 viruses containing different integrase substitutions. This suggests that the paper reports HIV sequences from patient samples, specifically CBMCs.",Yes
26311878,2,Does the paper report in vitro drug susceptibility data?,"The paper states that ""Susceptibilities of virus to ARVs were measured by the addition of serially diluted DTG, RAL, or EVG to TZM-bl cells prior to infection with the viruses described above."" Additionally, the paper mentions that ""Luciferase levels were measured after 48 h of incubation, similar to the protocol for the infectivity assay described above, and 50% inhibitory concentrations (IC ~50~ s) were determined.""","The paper describes the measurement of in vitro drug susceptibility by adding serially diluted DTG, RAL, or EVG to TZM-bl cells and measuring the IC ~50~ s.",Yes
26311878,3,Were sequences from the paper made publicly available?,The paper does not provide GenBank accession numbers or mention the deposition of sequences in public repositories.,The paper does not provide any information about the public availability of the sequences generated in the study.,No
26311878,4,What were the GenBank accession numbers for sequenced HIV isolates?,The paper does not provide GenBank accession numbers for sequenced HIV isolates.,The paper does not provide any information about GenBank accession numbers for sequenced HIV isolates.,Not reported
26311878,5,How many individuals had samples obtained for HIV sequencing?,"The paper mentions that ""CBMCs were infected with NL4.3 virus with wild-type integrase \[NL4.3 ~IN(WT)~ \], NL4.3 virus with the T66I substitution in integrase \[NL4.3 ~IN(T66I)~ \], or NL4.3 ~IN(E138K/R263K)~ virus.""","The paper describes the infection of CBMCs with NL4.3 viruses containing different integrase substitutions, but it does not provide information about the number of individuals from whom samples were obtained.",Not reported
26311878,6,From which countries were the sequenced samples obtained?,The paper does not provide information about the country of origin of the sequenced samples.,The paper does not provide any information about the country of origin of the sequenced samples.,Not reported
26311878,7,From what years were the sequenced samples obtained?,The paper does not provide information about the year of sample collection.,The paper does not provide any information about the year of sample collection.,Not reported
26311878,8,Were samples cloned prior to sequencing?,"The paper states that ""pNL4-3 ~IN(T66I)~, pNL4-3 ~IN(R263K)~, and pNL4-3 ~IN(E138K/R263K)~ were produced by using site-directed mutagenesis.""","The paper describes the generation of replication-competent genetically homogenous viruses by using site-directed mutagenesis, which involves cloning.",Yes
26311878,9,Which HIV genes were reported to have been sequenced?,"The paper mentions that ""pNL4-3 ~IN(T66I)~, pNL4-3 ~IN(R263K)~, and pNL4-3 ~IN(E138K/R263K)~ were produced by using site-directed mutagenesis.""",The paper describes the generation of replication-competent genetically homogenous viruses by targeting the integrase gene.,IN
26311878,10,What method was used for sequencing?,The paper does not provide information about the sequencing method used.,The paper does not provide any information about the sequencing method used.,Not reported
26311878,11,What type of samples were sequenced?,"The paper mentions that ""CBMCs were infected with NL4.3 virus with wild-type integrase \[NL4.3 ~IN(WT)~ \], NL4.3 virus with the T66I substitution in integrase \[NL4.3 ~IN(T66I)~ \], or NL4.3 ~IN(E138K/R263K)~ virus.""",The paper describes the infection of CBMCs with NL4.3 viruses containing different integrase substitutions.,PBMC
26311878,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The paper does not provide information about the treatment history of the individuals from whom samples were obtained.,The paper does not provide any information about the treatment history of the individuals from whom samples were obtained.,No
26311878,13,Were the patients in the study in a clinical trial?,The paper does not provide information about the study design or whether the patients were in a clinical trial.,The paper does not provide any information about the study design or whether the patients were in a clinical trial.,No
26311878,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The paper does not provide information about the treatment history of the individuals from whom samples were obtained.,The paper does not provide any information about the treatment history of the individuals from whom samples were obtained.,No
26311878,15,Which drug classes were received by individuals in the study before sample sequencing?,The paper does not provide information about the treatment history of the individuals from whom samples were obtained.,The paper does not provide any information about the treatment history of the individuals from whom samples were obtained.,None
26311878,16,Which drugs were received by individuals in the study before sample sequencing?,The paper does not provide information about the treatment history of the individuals from whom samples were obtained.,The paper does not provide any information about the treatment history of the individuals from whom samples were obtained.,None
