pmid,qid,question,chunk_ids,sections,scores
40431710,16,Which drugs were received by individuals in the study before sample sequencing?,16|14|15|21|18,Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 2. Discussion|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 2. Discussion|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 2. Discussion|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 2. Discussion|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 2. Discussion,8.7695|6.7889|6.3120|6.2673|5.6906
40431710,2,Does the paper report in vitro drug susceptibility data?,21|20|19|6|15,Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 2. Discussion|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 2. Discussion|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 2. Discussion|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 2. Discussion,8.2656|5.4352|4.9747|4.7172|3.6433
40431710,3,What were the GenBank accession numbers for sequenced HIV isolates?,10|21|2|20|1,Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 2. Discussion|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 2. Discussion|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption,2.9925|2.9777|2.6350|2.2630|2.1574
40431710,4,What were the GenBank accession numbers for sequenced HIV isolates?,10|21|2|20|1,Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 2. Discussion|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 2. Discussion|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption,2.9925|2.9777|2.6350|2.2630|2.1574
40431710,5,From which countries were the sequenced samples obtained?,13|21|10|12|11,Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 2. Discussion|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report,5.2268|4.6317|4.3323|4.1906|3.8547
40431710,6,From which countries were the sequenced samples obtained?,13|21|10|12|11,Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 2. Discussion|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report,5.2268|4.6317|4.3323|4.1906|3.8547
40431710,7,From what years were the sequenced samples obtained?,21|10|13|12|5,Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 2. Discussion|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report,5.7749|5.3803|4.2538|4.1906|3.0179
40431710,8,Were samples cloned prior to sequencing?,20|12|13|11|10,Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 2. Discussion|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report,3.9513|3.7888|3.3475|2.8706|2.4724
40431710,9,Which HIV genes were reported to have been sequenced?,15|16|10|20|19,Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 2. Discussion|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 2. Discussion|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 1. Case Report|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 2. Discussion|Emergence of Bictegravir Resistance in a Treatment-Experienced PWH on Functional Monotherapy and Rapid Replacement by an Ancient Wild-Type Strain Following Transient Treatment Interruption > 2. Discussion,6.7140|5.0676|5.0097|4.1169|4.0094
40431742,1,Does the paper report HIV sequences from patient samples?,27|26|12|25|22,"Prevalence of Doravirine Resistance Mutations in a Large-Scale HIV-1 Transmitted Drug Resistance Survey in Buenos Aires, Argentina > 4. Discussion|Prevalence of Doravirine Resistance Mutations in a Large-Scale HIV-1 Transmitted Drug Resistance Survey in Buenos Aires, Argentina > 4. Discussion|Prevalence of Doravirine Resistance Mutations in a Large-Scale HIV-1 Transmitted Drug Resistance Survey in Buenos Aires, Argentina > 3. Results > 3.1. Study Population Characteristics|Prevalence of Doravirine Resistance Mutations in a Large-Scale HIV-1 Transmitted Drug Resistance Survey in Buenos Aires, Argentina > 4. Discussion|Prevalence of Doravirine Resistance Mutations in a Large-Scale HIV-1 Transmitted Drug Resistance Survey in Buenos Aires, Argentina > 4. Discussion",5.5994|4.8148|4.0812|4.0292|3.8909
40431742,10,What method was used for sequencing?,7|25|9|8|10,"Prevalence of Doravirine Resistance Mutations in a Large-Scale HIV-1 Transmitted Drug Resistance Survey in Buenos Aires, Argentina > 2. Materials and Methods > 2.2. Study Population and Proceedings > 2.4. Exclusion Criteria|Prevalence of Doravirine Resistance Mutations in a Large-Scale HIV-1 Transmitted Drug Resistance Survey in Buenos Aires, Argentina > 4. Discussion|Prevalence of Doravirine Resistance Mutations in a Large-Scale HIV-1 Transmitted Drug Resistance Survey in Buenos Aires, Argentina > 2. Materials and Methods > 2.2. Study Population and Proceedings > 2.4. Exclusion Criteria|Prevalence of Doravirine Resistance Mutations in a Large-Scale HIV-1 Transmitted Drug Resistance Survey in Buenos Aires, Argentina > 2. Materials and Methods > 2.2. Study Population and Proceedings > 2.4. Exclusion Criteria|Prevalence of Doravirine Resistance Mutations in a Large-Scale HIV-1 Transmitted Drug Resistance Survey in Buenos Aires, Argentina > 2. Materials and Methods > 2.2. Study Population and Proceedings > 2.5. Statistical Methods",6.4142|4.2597|4.0908|3.7697|3.6663
40431742,11,What type of samples were sequenced?,6|9|5|7|1,"Prevalence of Doravirine Resistance Mutations in a Large-Scale HIV-1 Transmitted Drug Resistance Survey in Buenos Aires, Argentina > 2. Materials and Methods > 2.2. Study Population and Proceedings > 2.4. Exclusion Criteria|Prevalence of Doravirine Resistance Mutations in a Large-Scale HIV-1 Transmitted Drug Resistance Survey in Buenos Aires, Argentina > 2. Materials and Methods > 2.2. Study Population and Proceedings > 2.4. Exclusion Criteria|Prevalence of Doravirine Resistance Mutations in a Large-Scale HIV-1 Transmitted Drug Resistance Survey in Buenos Aires, Argentina > 2. Materials and Methods > 2.2. Study Population and Proceedings > 2.4. Exclusion Criteria|Prevalence of Doravirine Resistance Mutations in a Large-Scale HIV-1 Transmitted Drug Resistance Survey in Buenos Aires, Argentina > 2. Materials and Methods > 2.2. Study Population and Proceedings > 2.4. Exclusion Criteria|Prevalence of Doravirine Resistance Mutations in a Large-Scale HIV-1 Transmitted Drug Resistance Survey in Buenos Aires, Argentina",4.7500|4.5428|4.0863|3.2857|2.5563
40431742,12,How many individuals had samples obtained for HIV sequencing?,7|14|5|25|22,"Prevalence of Doravirine Resistance Mutations in a Large-Scale HIV-1 Transmitted Drug Resistance Survey in Buenos Aires, Argentina > 2. Materials and Methods > 2.2. Study Population and Proceedings > 2.4. Exclusion Criteria|Prevalence of Doravirine Resistance Mutations in a Large-Scale HIV-1 Transmitted Drug Resistance Survey in Buenos Aires, Argentina > 3. Results > 3.2. Transmitted Drug Resistance Mutations According to WHO List|Prevalence of Doravirine Resistance Mutations in a Large-Scale HIV-1 Transmitted Drug Resistance Survey in Buenos Aires, Argentina > 2. Materials and Methods > 2.2. Study Population and Proceedings > 2.4. Exclusion Criteria|Prevalence of Doravirine Resistance Mutations in a Large-Scale HIV-1 Transmitted Drug Resistance Survey in Buenos Aires, Argentina > 4. Discussion|Prevalence of Doravirine Resistance Mutations in a Large-Scale HIV-1 Transmitted Drug Resistance Survey in Buenos Aires, Argentina > 4. Discussion",4.2135|4.1815|4.0117|3.7466|3.2305
